,file_name,set_name,loss,dice
141,data/Images/29.png,train,8.976649,0.48716897
142,data/Images/153.png,train,8.973731,0.48458537
143,data/Images/202.png,train,8.9641075,0.4860106
144,data/Images/207.png,train,8.970993,0.49115637
145,data/Images/100.png,train,8.961033,0.49077857
146,data/Images/99.png,train,8.973775,0.48528153
147,data/Images/130.png,train,8.922645,0.48917475
148,data/Images/192.png,train,8.978376,0.48458996
149,data/Images/214.png,train,8.977955,0.4891519
150,data/Images/53.png,train,8.916935,0.48905224
151,data/Images/49.png,train,8.975073,0.48920125
152,data/Images/217.png,train,8.970833,0.48792398
153,data/Images/126.png,train,8.978121,0.48735404
154,data/Images/145.png,valid,8.964168,0.4880182
155,data/Images/210.png,valid,8.97831,0.48530343
156,data/Images/194.png,valid,8.974447,0.4867998
157,data/Images/35.png,valid,8.917318,0.48595458
158,data/Images/94.png,valid,8.96604,0.48979935
159,data/Images/149.png,valid,8.978046,0.48815492
160,data/Images/195.png,valid,8.9763155,0.49110937
161,data/Images/160.png,valid,8.914073,0.49030107
162,data/Images/123.png,valid,8.868069,0.48730424
163,data/Images/95.png,valid,8.917239,0.4865755
164,data/Images/171.png,valid,8.9771185,0.4864226
165,data/Images/24.png,valid,8.952932,0.48781574
166,data/Images/163.png,valid,8.977759,0.491225
167,data/Images/201.png,valid,8.965481,0.4897618
168,data/Images/69.png,valid,8.967756,0.49067187
169,data/Images/161.png,valid,8.975732,0.48293817
170,data/Images/197.png,valid,8.973553,0.4903385
171,data/Images/91.png,valid,8.978084,0.48776126
172,data/Images/186.png,valid,8.948373,0.48090136
173,data/Images/150.png,valid,8.955373,0.4877346
174,data/Images/63.png,valid,8.954049,0.4886801
175,data/Images/118.png,valid,8.959065,0.486161
176,data/Images/124.png,valid,8.964,0.4907669
177,data/Images/56.png,valid,8.943774,0.48760715
178,data/Images/142.png,valid,8.9734745,0.48465532
179,data/Images/184.png,valid,8.922693,0.48569137
180,data/Images/80.png,valid,8.944454,0.48940486
181,data/Images/44.png,valid,8.923797,0.48454604
182,data/Images/117.png,valid,8.935515,0.4866746
183,data/Images/41.png,valid,8.97807,0.4879032
184,data/Images/28.png,valid,8.962155,0.486413
185,data/Images/115.png,valid,8.942116,0.48883206
186,data/Images/72.png,valid,8.977912,0.4895934
187,data/Images/114.png,valid,8.934174,0.48937953
188,data/Images/55.png,valid,8.955599,0.48613468
189,data/Images/19.png,valid,8.963581,0.4884896
190,data/Images/20.png,valid,8.9746475,0.48826703
191,data/Images/181.png,valid,8.978205,0.4864525
192,data/Images/62.png,valid,8.958439,0.48698598
193,data/Images/4.png,valid,8.867617,0.48543188
194,data/Images/75.png,valid,8.956881,0.4843721
195,data/Images/164.png,valid,8.978073,0.4878819
196,data/Images/127.png,valid,8.977465,0.48398143
197,data/Images/136.png,valid,8.975293,0.48805335
198,data/Images/166.png,test,8.700829,0.48596793
199,data/Images/46.png,test,8.94054,0.4848717
200,data/Images/109.png,test,8.9449215,0.4867539
201,data/Images/2.png,test,8.921079,0.48287344
202,data/Images/190.png,test,8.964405,0.48436776
203,data/Images/13.png,test,8.973469,0.4902414
204,data/Images/16.png,test,8.970658,0.48925096
205,data/Images/185.png,test,8.968508,0.4899652
206,data/Images/70.png,test,8.973032,0.4916109
207,data/Images/147.png,test,8.978231,0.48616034
208,data/Images/112.png,test,8.977917,0.48954025
209,data/Images/33.png,test,8.967655,0.48957855
210,data/Images/87.png,test,8.965579,0.48739693
211,data/Images/30.png,test,8.9610815,0.48864686
212,data/Images/178.png,test,8.966525,0.48930332
213,data/Images/144.png,test,8.957742,0.48811996
214,data/Images/45.png,test,8.698741,0.4826792
215,data/Images/47.png,test,8.977066,0.4840807
216,data/Images/68.png,test,8.947784,0.4896099
217,data/Images/187.png,test,8.961834,0.48707026
218,data/Images/57.png,test,8.973388,0.48757416
219,data/Images/151.png,test,8.97867,0.48135352
